translated_content,sentiment
"The Intel Core-Generic Processor from the 12. Core-Generation brings fresh wind into compact NAS systems. As the entry of the current Lake architecture, it provides not only sufficient computing for demanding server tasks, but also provides a very efficient energy balance. The modern Hybrid design of four performance and four efficiencycores enables a continuous operation such as video-transformation, multitasking or containerization. For less complex e-Cores, the basics of the systems are also used for the design of the systems.",positive
"Perfect, fast delivery",positive
I changed for an I5. I3 does not respond to demand for games and software.,neutral
"Mounted, everything ok at first strike, Intel always a guarantee like compatibility and performance.",positive
Super :-),positive
All that you need for PC in 2023,neutral
I'll put these CPUs on an Ass Mainboard for Office PCs. Best suited for this use. Enough Power at a fair price. Quality of Intel. Anyone who wants to play this game should take it to an i5 or i7.,positive
All right.,positive
"Second one of these i have purchased-good general processor with integrated graphics that performances like a 6-core,ryzen 5 5600 in gaming",positive
PC!,neutral
"Do not heat (31°) with the original ventilation, very fast, it changes me from my Core 2 duo 3Ghz purchased in 2009! The best quality report in the low range. Initially purchased in second hand on Amazon. Quality problem, removed thermal pasta, radio contact surface, reimbursed without charge. Preference of the new, to avoid a bad surprise.",positive
Today's i3 easy beats yesterday's i7. It's fast and the igpu is a bonus.,positive
"I bought this processor to collect a PC for a close use from office and purely the basic version of the 12th generation Intel desktop processors have been successfully hit by the performances. The UHD 730 integrated graphics card is good and is able to display and decode video until resolution 8k, so I feel that this product is also recommended for those who like to watch video and video. It reproduces properly filmed in 23,976p, 24p, 25p, 29p, 30p, 50p, 60p in addition decode video also coded with the latest AV1 code. The decoder is more than enough to control the temperatures.",positive
"If you have a great Quadcore CPU basically enough and can't damage a board graph as a backup, you don't need to be oversized here. Spearsam as well, and it doesn't even heat up with cheap coolers. If you're going to have to check if you can't take off any more than 4 colours (Cyberpunk e.g.) then you get out with a 124400 6 Core naturally more fps.",positive
"Used to level up a tour with Gigabyte's mother card and memory bars Corsair. The PC has rebooted to install the pilots, it has not been necessary to reinstall Windows.",neutral
Best price/performance ratio,positive
Item in perfect conditions and functioning. Trackable and very fast shipping,positive
"purchased for a low-media configuration for office use and a bit of video editing, does its work without problems, small sin the window that eliminates heat, enough to raise the temperature and start making a smooth round but is sustainable",negative
"♪ Oh, my God ♪",neutral
Perfect corresponds to the request,positive
very good product,positive
"The processor is extremely ruddy. The processor dissipator makes a pazsic noise even for the most readable operations, browsing on the web. Good performances are also visible in game, but the noise is shocking, often I have coffees. I had to buy a dissipator aside to use it normally",negative
It is too early to comment on the durability and the temperature of the product.,positive
Very aggressive tariff for performances far above the CPU position. Very good to save for the purchase of a GPU.,positive
"I bought this processor for a building from the excellent price ratio recommended by the YouTube channel ""Prodegeek"". I must say that the performances really impressed me! No performance problems for a PC used in the W11 environment and mainly for editing images and works of CAD/vettorial graphics. I chose the version with integrated graphics in the hope of selecting a dedicated video card that does not provide for the sale of a rene.",positive
received in a container with no box or ventilator. just the processor like this...,neutral
Powerful enough for the office and read 4k videos,positive
"Everything is blessed according to my expectations. Maybe the price is a little high. Thank you very much, however.",positive
"Intel equal warranty, well-packed and functioning 100%",neutral
excellent,positive
Good product,positive
The most important thing is to notice that in this 10100F model needs an external graphics card.,positive
Kerala Kozhikode,neutral
This is as a good processor but this processor requires separate graphics cards. Without graphics card there will be no display.,positive
